datetime,open,high,low,close,volume
2013-04-09,725.27,729.47,720.33,724.07,24195
2013-04-10,725.73,755.26,720.33,750.48,70858
2013-04-11,750.65,754.8,743.59,746.16,29730
2013-04-12,746.16,768.92,744.42,759.91,59800
2013-04-15,760.07,765.85,750.73,762.03,28337
2013-04-16,750.65,772.24,748.99,763.77,39138
2013-04-17,765.6,787.07,765.39,785.9,42974
2013-04-18,780.55,792.17,775.61,788.64,41957
2013-04-19,789.68,791.68,779.26,788.98,39238
2013-04-22,787.61,787.61,765.18,766.05,42746
2013-04-23,765.18,771.33,757.71,758.16,30953
2013-04-24,759.87,771.41,751.89,770.87,30403
2013-04-25,767.34,782.04,764.02,778.47,25360
2013-04-26,781.42,783.87,763.15,767.22,16308
2013-05-02,763.11,763.31,746.62,755.26,28587
2013-05-03,758.12,767.34,753.14,760.82,21461
2013-05-06,763.11,783.79,758.87,783.04,30196
2013-05-07,788.1,826.81,788.1,824.11,71021
2013-05-08,824.57,833.7,817.63,829.09,42416
2013-05-09,830.63,863.6,830.63,863.52,70135
2013-05-10,862.81,879.05,858.66,863.23,48777
2013-05-13,863.23,881.87,849.36,865.59,32579
2013-05-14,859.03,863.19,833.74,838.64,36432
2013-05-15,837.36,861.36,836.69,853.05,23264
2013-05-16,850.35,877.35,842.01,853.84,45462
2013-05-17,850.64,860.49,846.16,858.24,33557
2013-05-20,861.94,868.92,852.18,854.47,30944
2013-05-21,853.97,857.62,848.28,854.55,23102
2013-05-22,857.16,877.72,854.88,873.03,46150
2013-05-23,873.57,902.18,873.57,885.36,62247
2013-05-24,891.84,905.0,875.23,879.09,45073
2013-05-27,883.41,883.95,866.92,882.0,26778
2013-05-28,883.04,888.97,873.36,884.12,23676
2013-05-29,887.69,903.76,880.83,881.42,32340
2013-05-30,878.55,886.94,871.12,876.27,25019
2013-05-31,879.26,881.04,862.77,863.19,24591
2013-06-03,867.34,885.82,863.52,883.87,40257
2013-06-04,884.78,897.24,882.08,882.29,42357
2013-06-05,883.49,885.61,873.48,880.09,23724
2013-06-06,880.25,895.16,880.25,882.12,33877
2013-06-07,881.58,901.89,874.93,886.35,25478
2013-06-13,881.62,895.57,868.7,879.92,44999
2013-06-14,878.42,881.12,858.61,877.05,32519
2013-06-17,878.09,881.04,857.08,858.2,29689
2013-06-18,856.87,867.83,845.91,867.21,27378
2013-06-19,864.01,883.2,852.88,880.42,28909
2013-06-20,878.88,883.11,862.89,867.58,25587
2013-06-21,860.52,884.78,849.98,865.22,39654
2013-06-24,867.04,868.66,840.34,842.17,40807
2013-06-25,841.92,861.6,802.34,859.69,51352
2013-06-26,854.09,859.61,838.68,855.04,32903
2013-06-27,855.04,870.12,852.43,858.61,34136
2013-06-28,855.58,874.73,855.58,870.2,28070
2013-07-01,868.79,881.0,864.59,878.17,25829
2013-07-02,878.09,897.69,871.24,893.37,33453
2013-07-03,897.32,901.05,885.81,893.46,35425
2013-07-04,889.72,901.3,887.68,887.85,24215
2013-07-05,889.01,899.27,889.01,889.93,17780
2013-07-08,888.93,893.12,872.82,881.79,24114
2013-07-09,886.52,886.52,863.31,868.87,20234
2013-07-10,865.38,877.38,855.75,876.3,33245
2013-07-11,879.25,887.35,868.79,885.15,46057
2013-07-12,881.58,888.47,854.96,855.42,42992
2013-07-15,857.78,860.77,839.3,851.84,36607
2013-07-16,852.72,865.67,841.67,864.3,37011
2013-07-17,862.43,863.64,847.11,847.57,27388
2013-07-18,847.9,849.77,834.2,839.89,25700
2013-07-19,839.64,839.64,796.12,802.26,73319
2013-07-22,800.81,806.75,789.97,797.57,27062
2013-07-23,801.93,820.04,797.98,817.13,28756
2013-07-24,816.34,816.34,790.18,796.49,44067
2013-07-25,799.73,818.0,795.16,813.6,39541
2013-07-26,806.37,809.69,797.65,797.94,19046
2013-07-29,795.08,795.08,781.46,782.79,26883
2013-07-30,778.55,782.62,758.99,770.78,42114
2013-07-31,775.97,782.29,767.75,771.07,14590
2013-08-01,777.22,787.69,773.4,785.15,24853
2013-08-02,788.89,811.19,788.47,802.34,29241
2013-08-05,802.34,805.42,793.5,800.14,18065
2013-08-06,793.62,800.14,788.52,799.02,26562
2013-08-07,797.24,813.27,792.79,803.8,28378
2013-08-08,803.96,807.87,795.58,798.73,16077
2013-08-09,799.94,802.59,781.21,789.06,22889
2013-08-12,788.93,812.31,787.73,811.81,39390
2013-08-13,810.57,820.91,804.3,818.62,25436
2013-08-14,818.37,828.55,812.19,813.39,21722
2013-08-15,814.1,823.81,807.99,808.28,15366
2013-08-16,808.57,822.98,794.12,795.58,34974
2013-08-19,799.73,801.85,789.76,798.77,19358
2013-08-20,794.54,798.07,788.52,792.29,31251
2013-08-21,798.11,798.69,787.27,796.78,23103
2013-08-22,796.41,805.04,794.0,798.4,15502
2013-08-23,802.1,802.14,783.53,789.72,19530
2013-08-26,790.22,798.07,785.61,793.67,16885
2013-08-27,792.96,792.96,785.61,790.38,24437
2013-08-28,786.31,786.31,775.52,776.89,30603
2013-08-29,777.3,778.72,769.45,770.99,21804
2013-08-30,770.99,773.15,767.13,772.24,25861
2013-09-02,739.1,739.1,702.14,702.22,224971
2013-09-03,698.4,705.88,690.1,701.14,123211
2013-09-04,702.55,708.99,700.89,702.97,76790
2013-09-05,701.97,705.88,691.34,695.37,71283
2013-09-06,694.66,697.99,693.29,695.41,37784
2013-09-09,698.4,700.56,693.75,698.19,69271
2013-09-10,697.57,702.06,694.58,700.98,54093
2013-09-11,701.52,705.79,694.25,704.92,69013
2013-09-12,705.17,707.54,699.27,701.43,47723
2013-09-13,701.27,712.85,701.1,702.64,68255
2013-09-16,705.13,705.13,692.55,692.8,58877
2013-09-17,690.1,690.93,654.84,658.12,109058
2013-09-18,656.87,662.61,650.65,660.61,67318
2013-09-23,660.99,661.03,652.93,656.09,65410
2013-09-24,656.87,662.11,639.02,639.43,98819
2013-09-25,638.4,642.34,623.74,632.62,69789
2013-09-26,627.81,637.02,627.81,633.7,47228
2013-09-27,633.99,636.78,626.93,628.05,34639
2013-09-30,627.51,637.4,625.81,635.86,50461
2013-10-08,635.11,641.92,628.59,638.89,56867
2013-10-09,638.6,641.92,635.28,640.22,40815
2013-10-10,640.26,641.84,637.15,640.43,29046
2013-10-11,633.2,643.71,633.2,642.42,36456
2013-10-14,644.21,651.6,641.59,651.27,55275
2013-10-15,651.64,672.65,648.9,670.37,69278
2013-10-16,678.88,684.7,661.44,670.33,94813
2013-10-17,671.78,676.81,667.26,670.12,48621
2013-10-18,671.37,673.11,661.03,665.1,35575
2013-10-21,667.3,674.73,661.86,673.86,47023
2013-10-22,672.65,672.65,664.14,666.92,24581
2013-10-23,666.26,672.16,661.9,668.05,26215
2013-10-24,666.43,669.21,663.93,668.13,26255
2013-10-25,665.22,665.22,634.45,639.14,58584
2013-10-28,635.2,639.31,624.73,627.68,32141
2013-10-29,628.43,630.55,617.42,622.82,35183
2013-10-30,623.57,624.9,619.33,621.95,25343
2013-10-31,622.2,638.23,621.58,632.42,34893
2013-11-01,629.18,635.45,626.98,632.71,22154
2013-11-04,633.83,640.14,633.08,637.52,19436
2013-11-05,635.28,646.04,630.71,644.87,27843
2013-11-06,645.58,656.92,642.34,651.27,44449
2013-11-07,650.06,652.22,639.02,648.44,21359
2013-11-08,646.91,652.68,636.15,636.69,21537
2013-11-11,644.42,659.7,636.86,650.85,52329
2013-11-12,650.31,674.94,648.78,672.82,69478
2013-11-13,669.71,679.51,665.6,672.32,31881
2013-11-14,673.49,673.49,659.74,669.62,24042
2013-11-15,668.25,671.91,661.44,667.01,33598
2013-11-18,669.33,672.9,664.35,667.21,41572
2013-11-19,667.26,670.16,658.12,664.43,41167
2013-11-20,664.1,664.85,658.54,661.28,25518
2013-11-21,659.7,662.23,646.7,647.16,32992
2013-11-22,647.16,650.02,644.33,646.37,28111
2013-11-25,643.5,660.45,642.42,656.58,26181
2013-11-26,656.83,660.36,651.81,652.64,16406
2013-11-27,652.68,657.66,646.91,652.51,15680
2013-11-28,652.64,663.73,652.64,660.32,22241
2013-11-29,656.87,659.57,652.39,658.7,20424
2013-12-02,652.76,653.84,638.19,639.35,42892
2013-12-03,638.4,644.08,633.37,642.67,32882
2013-12-04,642.17,648.65,638.48,646.41,33510
2013-12-05,646.24,646.24,640.06,640.22,19326
2013-12-06,639.31,648.98,636.11,647.53,29151
2013-12-09,646.91,647.32,636.11,644.17,25372
2013-12-10,642.38,644.0,636.94,640.06,25393
2013-12-11,639.68,642.76,636.82,637.73,19868
2013-12-12,637.48,641.68,636.94,637.77,18307
2013-12-13,637.07,641.88,637.02,637.77,19267
2013-12-16,636.15,637.86,623.11,623.53,32869
2013-12-17,623.45,630.84,621.16,624.52,15641
2013-12-18,623.61,625.73,620.79,621.53,20105
2013-12-19,624.86,625.31,615.76,615.97,17813
2013-12-20,616.39,618.46,594.58,597.28,38556
2013-12-23,596.37,601.39,595.08,596.7,19223
2013-12-24,598.74,601.64,596.16,597.12,27897
2013-12-25,598.74,600.27,594.13,595.66,18439
2013-12-26,594.58,595.54,586.86,589.35,34156
2013-12-27,591.26,599.69,589.35,595.41,25455
2013-12-30,596.45,598.65,586.24,588.19,32167
2013-12-31,586.28,608.33,580.05,604.47,57546
2014-01-02,602.85,602.85,592.92,594.5,21977
2014-01-03,591.47,593.75,583.08,586.2,23342
2014-01-06,581.63,590.02,572.57,572.7,30229
2014-01-07,570.12,575.27,566.35,571.99,18039
2014-01-08,571.7,574.57,561.4,567.18,31990
2014-01-09,565.51,577.14,563.85,566.93,47887
2014-01-10,565.56,571.45,561.57,566.64,21127
2014-01-13,566.76,579.3,565.85,569.21,37646
2014-01-14,570.5,577.1,565.1,575.11,23475
2014-01-15,571.79,574.44,561.57,564.52,19721
2014-01-16,564.89,579.84,564.44,577.93,39120
2014-01-17,577.14,580.67,570.17,570.91,32364
2014-01-20,577.56,599.98,573.9,597.86,60091
2014-01-21,594.58,605.84,591.88,598.7,35405
2014-01-22,598.65,631.17,595.83,628.51,73668
2014-01-23,628.55,633.62,618.5,628.18,40258
2014-01-24,625.73,634.82,621.62,634.03,35781
2014-01-27,631.5,668.42,630.55,655.84,83511
2014-01-28,654.84,661.03,642.34,649.48,36401
2014-01-29,651.81,657.12,638.15,640.31,31520
2014-01-30,638.19,640.06,615.35,620.33,37223
2014-02-07,619.75,630.38,615.6,627.35,23866
2014-02-10,627.81,629.47,614.77,623.07,36252
2014-02-11,622.82,634.37,619.92,627.97,43007
2014-02-12,628.64,631.83,624.94,628.43,19283
2014-02-13,627.93,646.04,627.85,634.74,38567
2014-02-14,633.58,665.18,633.58,664.76,67410
2014-02-17,669.75,698.36,669.75,694.17,87465
2014-02-18,691.92,691.92,678.14,681.83,33640
2014-02-19,682.0,702.47,682.0,692.3,31483
2014-02-20,692.17,700.81,685.94,690.05,23189
2014-02-21,685.94,694.87,685.03,690.43,34125
2014-02-24,690.51,698.73,676.02,684.37,31179
2014-02-25,685.94,687.6,656.87,662.56,46280
2014-02-26,655.05,673.4,648.78,661.15,26514
2014-02-27,661.65,676.77,652.8,673.28,25646
2014-02-28,673.49,697.57,673.28,694.33,41926
2014-03-03,694.25,714.97,687.31,714.72,48817
2014-03-04,703.05,732.83,702.55,708.37,50867
2014-03-05,710.98,735.73,702.55,735.11,47212
2014-03-06,736.65,745.33,723.32,744.08,42741
2014-03-07,744.08,765.68,735.94,758.57,58110
2014-03-10,755.71,759.86,710.98,723.07,49985
2014-03-11,719.17,750.73,715.43,744.83,38561
2014-03-12,740.26,750.73,718.25,729.67,36764
2014-03-13,725.81,756.96,723.77,756.0,42638
2014-03-14,752.64,760.69,743.25,751.85,24934
2014-03-17,756.54,763.43,744.12,762.64,32199
2014-03-18,770.24,803.05,770.24,782.79,59474
2014-03-19,776.89,798.07,773.15,795.45,35366
2014-03-20,795.16,795.99,773.15,773.9,33895
2014-03-21,770.83,785.53,758.62,783.12,40319
2014-03-24,781.46,801.1,776.89,782.66,26321
2014-03-25,770.66,770.66,717.46,764.06,62404
2014-03-26,756.96,761.15,728.97,729.51,57376
2014-03-27,726.06,739.1,720.83,726.06,38045
2014-03-28,726.72,731.58,698.44,705.21,48273
2014-03-31,702.6,724.9,702.55,713.77,30584
2014-04-01,713.81,746.37,712.52,746.12,34047
2014-04-02,747.15,775.89,740.05,759.2,46698
2014-04-03,767.17,767.71,750.31,757.83,26918
2014-04-04,755.09,757.79,739.93,752.64,23207
2014-04-08,752.05,758.28,739.97,754.63,25927
2014-04-09,756.62,763.31,744.62,749.69,21619
2014-04-10,749.36,781.54,733.7,775.27,54178
2014-04-11,785.61,817.17,785.61,802.55,90226
2014-04-14,796.82,807.66,789.76,795.41,26824
2014-04-15,790.59,801.68,790.59,795.95,25880
2014-04-16,792.67,796.24,778.09,781.54,22041
2014-04-17,780.63,802.22,778.18,798.9,29744
2014-04-18,798.07,809.57,791.01,799.35,19601
2014-04-21,793.96,802.14,785.61,785.82,18334
2014-04-22,785.61,798.61,783.62,786.15,22345
2014-04-23,785.94,804.25,785.73,802.47,33756
2014-04-24,802.84,805.17,792.67,801.22,12581
2014-04-25,768.92,769.0,743.21,755.25,95877
2014-04-28,744.41,754.71,734.99,747.36,33029
2014-04-29,747.4,758.53,746.03,750.68,27996
2014-04-30,752.18,753.59,746.28,751.89,19221
2014-05-05,750.31,750.31,723.65,736.81,36743
2014-05-06,735.78,746.99,735.78,739.06,13623
2014-05-07,742.46,742.46,734.12,738.52,11961
2014-05-08,739.1,746.12,737.52,738.56,14698
2014-05-09,738.52,745.33,737.02,738.35,16721
2014-05-12,745.29,745.33,733.7,739.56,26195
2014-05-13,738.97,742.46,733.95,738.85,15939
2014-05-14,735.73,739.64,710.9,716.13,34017
2014-05-15,714.93,723.65,712.94,719.79,16983
2014-05-16,719.79,723.73,713.64,715.68,18467
2014-05-19,704.63,706.71,685.69,685.86,56250
2014-05-20,686.36,691.92,667.67,673.4,46886
2014-05-21,669.75,701.14,669.13,698.4,38738
2014-05-22,697.99,709.2,692.8,694.46,18679
2014-05-23,694.25,705.79,694.17,703.8,14010
2014-05-26,714.6,714.6,706.08,709.07,8911
2014-05-27,706.71,718.13,706.13,707.54,13035
2014-05-28,706.25,715.01,705.88,710.61,12502
2014-05-29,709.74,718.87,708.62,712.06,10107
2014-05-30,711.9,716.18,706.79,707.62,9218
2014-06-03,706.71,712.94,703.59,705.75,13048
2014-06-04,706.67,708.29,694.33,699.02,10494
2014-06-05,698.9,715.01,691.47,714.06,20679
2014-06-06,713.68,717.71,703.76,709.16,9477
2014-06-09,703.8,712.52,703.8,707.66,10035
2014-06-10,707.75,716.22,707.75,714.18,19306
2014-06-11,713.97,716.59,707.58,710.61,10781
2014-06-12,711.15,711.15,703.05,705.17,11500
2014-06-13,705.42,710.15,699.07,705.92,16970
2014-06-16,706.29,714.1,704.22,712.6,16238
2014-06-17,712.11,712.11,703.39,707.5,16365
2014-06-18,710.03,712.73,708.37,709.12,14025
2014-06-19,709.03,711.69,704.63,705.59,11551
2014-06-20,705.46,709.2,703.88,707.45,12019
2014-06-23,708.78,720.74,708.2,720.45,28984
2014-06-24,721.74,751.56,721.45,750.6,38533
2014-06-25,753.37,753.37,735.88,739.21,38171
2014-06-26,739.21,742.64,735.46,736.52,36349
2014-06-27,735.51,735.51,725.46,730.76,26478
2014-06-30,734.41,742.23,730.85,738.07,24400
2014-07-01,740.86,740.86,732.68,737.11,11947
2014-07-02,738.3,739.76,733.59,738.53,12068
2014-07-03,739.12,744.56,735.42,743.92,19332
2014-07-04,744.56,748.12,741.45,744.19,15403
2014-07-07,741.81,748.58,739.12,748.03,22880
2014-07-08,747.75,748.07,733.68,738.98,21092
2014-07-09,738.16,742.13,733.68,734.69,14329
2014-07-10,734.14,737.38,731.76,733.77,12160
2014-07-11,735.74,743.14,734.14,737.57,18433
2014-07-14,737.57,778.77,735.88,773.65,46535
2014-07-15,770.64,811.25,770.64,792.11,58788
2014-07-16,792.29,805.67,792.29,795.58,24459
2014-07-17,793.39,800.06,783.84,791.83,20191
2014-07-18,791.1,843.22,787.04,824.86,74897
2014-07-21,822.17,833.54,813.94,824.86,30143
2014-07-22,818.56,838.66,818.56,835.0,29821
2014-07-23,829.52,843.22,827.69,838.15,27836
2014-07-24,837.56,861.95,830.89,836.51,35682
2014-07-25,838.66,848.02,825.23,838.11,27834
2014-07-28,839.71,856.88,833.72,839.8,42969
2014-07-29,840.03,840.03,821.57,825.23,36017
2014-07-30,823.76,823.76,804.4,813.58,54876
2014-07-31,812.57,822.12,806.5,821.62,25206
2014-08-01,821.16,840.03,818.65,834.0,43260
2014-08-04,834.09,846.06,830.84,840.48,38848
2014-08-05,838.66,850.81,828.01,848.93,38358
2014-08-06,842.31,846.79,829.52,835.55,20317
2014-08-07,834.54,840.44,822.67,823.12,25396
2014-08-08,829.34,835.6,819.47,830.16,23819
2014-08-11,831.71,835.0,827.28,834.41,20071
2014-08-12,828.65,832.95,821.07,829.7,19604
2014-08-13,829.7,842.22,824.04,831.76,34454
2014-08-14,829.61,836.1,826.23,827.05,22959
2014-08-15,830.43,831.76,825.55,827.42,21803
2014-08-18,829.52,830.89,816.27,819.24,41698
2014-08-19,819.24,819.24,813.3,814.35,32096
2014-08-20,814.63,829.79,813.53,829.52,37085
2014-08-21,829.52,830.98,815.82,820.25,18873
2014-08-22,820.38,822.17,814.67,817.05,18637
2014-08-25,817.05,821.07,812.62,814.67,15377
2014-08-26,813.53,817.73,806.5,809.97,16590
2014-08-27,809.97,810.24,802.93,803.8,13829
2014-08-28,802.11,812.89,802.11,802.2,17618
2014-08-29,802.11,813.94,797.54,812.3,23839
2014-09-01,812.16,818.1,809.92,813.3,16450
2014-09-02,814.95,832.44,811.38,832.08,41246
2014-09-03,832.17,854.28,832.08,842.4,42042
2014-09-04,841.85,847.52,837.19,843.5,23976
2014-09-05,846.42,857.66,844.18,854.69,34732
2014-09-09,855.33,856.79,838.66,839.02,20563
2014-09-10,837.29,843.22,834.13,838.24,17868
2014-09-11,838.06,842.4,827.14,829.43,31876
2014-09-12,827.19,832.49,821.85,831.58,17356
2014-09-15,829.06,829.11,814.9,817.69,32544
2014-09-16,822.67,823.12,806.77,808.78,34823
2014-09-17,813.39,818.28,808.23,812.3,25841
2014-09-18,811.34,817.55,807.05,816.96,26482
2014-09-19,816.96,824.86,813.53,824.27,22666
2014-09-22,823.63,823.63,805.95,806.41,37192
2014-09-23,805.31,808.96,803.76,808.87,34546
2014-09-24,804.35,822.67,800.28,821.25,43449
2014-09-25,824.59,838.56,824.5,830.39,56851
2014-09-26,827.24,834.64,816.73,830.94,22717
2014-09-29,831.03,835.0,826.73,831.67,23489
2014-09-30,832.9,834.04,825.87,830.11,21574
2014-10-08,824.95,825.41,810.33,823.72,45653
2014-10-09,819.79,821.53,813.9,820.43,36245
2014-10-10,815.91,819.47,809.88,815.91,43148
2014-10-13,810.38,810.7,791.51,802.57,53176
2014-10-14,797.54,806.63,794.99,797.13,28896
2014-10-15,796.4,809.33,796.22,808.14,22238
2014-10-16,802.57,812.12,802.57,808.14,23950
2014-10-17,811.25,816.04,806.22,812.98,30977
2014-10-20,812.98,813.53,803.94,806.31,32910
2014-10-21,806.68,817.37,804.85,813.35,39911
2014-10-22,813.26,817.92,808.96,816.18,22836
2014-10-23,813.85,821.66,810.75,816.04,31917
2014-10-24,815.59,819.88,809.83,815.27,19980
2014-10-27,806.54,816.27,797.04,808.96,27971
2014-10-28,808.14,816.27,807.5,814.63,20548
2014-10-29,814.9,818.37,808.87,812.62,21423
2014-10-30,811.25,811.25,798.0,799.46,49087
2014-10-31,799.69,806.22,794.57,805.22,36422
2014-11-03,805.54,806.13,799.6,800.19,24670
2014-11-04,799.78,799.78,779.27,781.05,55944
2014-11-05,779.5,779.5,754.15,757.12,76720
2014-11-06,757.12,763.24,756.48,761.69,36363
2014-11-07,761.78,766.94,761.5,765.75,41507
2014-11-10,774.7,791.97,770.14,791.93,62325
2014-11-11,794.35,798.46,783.89,790.01,47707
2014-11-12,788.32,791.1,775.62,787.91,30824
2014-11-13,787.13,787.17,773.24,781.92,49156
2014-11-14,781.83,809.56,778.86,808.0,75225
2014-11-17,856.93,856.93,820.38,820.61,150416
2014-11-18,824.95,828.7,797.54,800.51,63498
2014-11-19,800.15,800.51,786.63,788.73,46291
2014-11-20,787.86,788.04,776.94,777.81,46258
2014-11-21,777.26,789.32,775.62,789.0,41991
2014-11-24,792.43,797.54,783.84,792.75,53879
2014-11-25,790.33,796.86,787.49,795.9,53231
2014-11-26,795.72,803.76,792.47,801.88,63859
2014-11-27,797.54,807.68,792.98,805.22,96552
2014-11-28,804.72,804.72,789.18,801.38,88288
2014-12-01,804.72,824.95,802.11,820.66,121740
2014-12-02,816.04,825.87,812.39,825.59,99268
2014-12-03,831.53,858.3,831.16,842.45,117323
2014-12-04,850.08,886.62,850.08,884.93,117781
2014-12-05,902.56,906.99,859.67,870.27,112901
2014-12-08,860.76,895.71,853.27,879.63,100894
2014-12-09,875.2,941.98,872.92,879.13,151890
2014-12-10,888.9,927.73,888.9,911.38,106656
2014-12-11,911.74,920.61,890.23,892.97,54882
2014-12-12,897.03,916.27,893.47,896.17,51055
2014-12-15,896.21,930.47,890.87,930.2,70964
2014-12-16,928.65,928.65,903.11,914.62,51129
2014-12-17,911.7,918.37,901.69,907.5,60020
2014-12-18,910.33,921.79,907.18,908.73,38568
2014-12-19,907.45,920.79,902.61,915.49,49631
2014-12-22,910.14,931.34,892.92,930.47,73624
2014-12-23,929.01,973.37,920.93,952.22,85651
2014-12-24,948.29,965.65,914.85,925.72,63555
2014-12-25,926.13,939.15,916.36,938.38,44072
2014-12-26,934.99,952.86,925.45,946.32,42677
2014-12-29,948.74,957.42,920.88,927.64,89839
2014-12-30,925.45,948.2,923.07,942.99,56171
2014-12-31,937.32,957.42,934.58,955.69,46269
2015-01-05,955.69,1022.47,951.44,1014.61,94515
2015-01-06,1003.1,1014.8,984.92,993.19,55020
2015-01-07,985.01,1000.82,957.38,970.85,54798
2015-01-08,975.7,978.07,958.06,965.46,40525
2015-01-09,959.25,983.78,957.93,958.84,53982
2015-01-12,957.42,969.25,932.12,941.12,49915
2015-01-13,943.72,950.75,932.76,934.04,36708
2015-01-14,934.58,941.44,915.76,926.27,52403
2015-01-15,929.51,940.98,923.07,939.47,48586
2015-01-16,940.07,948.29,939.06,939.65,39978
2015-01-19,916.31,926.36,872.78,891.1,64679
2015-01-20,893.56,914.03,879.77,902.97,61023
2015-01-21,903.84,924.99,898.95,922.52,52675
2015-01-22,922.57,931.66,911.74,917.36,38255
2015-01-23,912.29,926.73,912.25,916.4,33085
2015-01-26,919.51,927.73,916.54,924.53,35649
2015-01-27,924.63,924.63,902.61,912.25,41884
2015-01-28,907.18,913.57,899.41,900.19,30681
2015-01-29,894.39,902.61,888.9,894.16,32493
2015-01-30,897.99,916.31,895.76,898.86,47508
2015-02-02,891.23,895.3,882.05,888.08,33983
2015-02-03,900.23,905.58,894.39,904.3,27793
2015-02-04,907.86,921.25,898.04,899.18,35294
2015-02-05,907.04,915.85,884.34,884.56,41240
2015-02-06,887.26,895.76,882.51,887.08,37102
2015-02-09,892.42,935.04,888.9,931.39,87294
2015-02-10,933.67,935.5,918.37,924.9,53639
2015-02-11,922.71,931.16,921.25,926.13,22895
2015-02-12,929.97,932.25,920.93,928.05,25051
2015-02-13,930.52,932.3,918.14,923.12,40127
2015-02-16,923.35,928.33,917.32,926.86,39521
2015-02-17,927.96,929.51,920.47,921.88,34173
2015-02-25,925.45,937.78,916.81,929.83,59935
2015-02-26,929.1,950.07,927.96,942.08,62298
